date,region,channel,category,product_id,orders,units,gmv,discount,refund_amount,new_customers,returning_customers,avg_session_seconds,impressions,clicks,ctr
2024-10-23,华南,拼多多,食品生鲜,食品生鲜-SKU006,41,45,3451.56,147.09,260.43,15,26,594,1189,60,0.0505
2024-10-23,华中,美团,手机数码,手机数码-SKU002,45,57,2486.98,529.79,169.5,12,33,209,990,47,0.0475
2024-10-24,西南,抖音,服饰鞋包,服饰鞋包-SKU004,35,33,4845.17,1057.97,368.31,9,26,84,245,35,0.1429
2024-10-24,华中,抖音,食品生鲜,食品生鲜-SKU001,35,41,4594.59,103.01,209.64,4,31,161,420,35,0.0833
2024-10-24,华北,拼多多,家居家装,家居家装-SKU004,41,42,4752.9,1180.13,256.93,11,30,523,615,66,0.1073
2024-10-24,华中,抖音,母婴玩具,母婴玩具-SKU002,21,19,1145.65,6.23,5.46,4,17,52,315,38,0.1206
2024-10-24,西南,天猫,家用电器,家用电器-SKU008,34,39,4782.91,214.7,146.32,6,28,223,816,34,0.0417
2024-10-24,华北,天猫,家用电器,家用电器-SKU008,16,16,1500.91,372.37,24.29,5,11,266,64,16,0.25
2024-10-24,华北,天猫,食品生鲜,食品生鲜-SKU004,31,44,2481.34,412.5,134.39,8,23,233,155,31,0.2
2024-10-24,华中,天猫,服饰鞋包,服饰鞋包-SKU002,11,10,1775.14,321.69,102.7,2,9,498,308,23,0.0747
2024-10-24,西南,抖音,运动户外,运动户外-SKU007,19,25,2834.63,627.6,47.17,7,12,546,114,19,0.1667
2024-10-24,西北,抖音,美妆个护,美妆个护-SKU006,42,57,4249.74,53.68,129.81,6,36,352,588,42,0.0714
2024-10-24,华中,线下门店,服饰鞋包,服饰鞋包-SKU004,50,58,10479.75,215.48,306.2,16,34,101,600,87,0.145
2024-10-24,华北,小程序,手机数码,手机数码-SKU008,10,10,1252.43,43.4,79.72,1,9,480,120,13,0.1083
2024-10-25,西北,美团,食品生鲜,食品生鲜-SKU005,37,48,4561.89,1063.54,330.09,8,29,322,740,109,0.1473
2024-10-25,华北,小程序,服饰鞋包,服饰鞋包-SKU008,47,53,3513.95,218.96,48.99,8,39,477,987,55,0.0557
2024-10-25,华南,抖音,服饰鞋包,服饰鞋包-SKU001,16,14,816.56,73.74,40.5,3,13,144,128,16,0.125
2024-10-25,华北,线下门店,家用电器,家用电器-SKU005,41,44,5449.32,924.61,145.52,11,30,312,533,67,0.1257
2024-10-25,华北,抖音,母婴玩具,母婴玩具-SKU005,57,84,10191.59,15.05,210.21,22,35,203,684,90,0.1316
2024-10-25,东北,小程序,母婴玩具,母婴玩具-SKU008,27,36,4343.33,10.14,24.02,7,20,529,594,63,0.1061
2024-10-26,西北,抖音,母婴玩具,母婴玩具-SKU008,49,70,3168.09,596.73,107.34,7,42,381,196,49,0.25
2024-10-26,西北,天猫,手机数码,手机数码-SKU005,14,12,1968.61,15.97,100.04,2,12,463,56,14,0.25
2024-10-26,华东,京东,食品生鲜,食品生鲜-SKU001,35,32,3818.31,654.11,26.82,12,23,388,630,35,0.0556
2024-10-26,华北,抖音,服饰鞋包,服饰鞋包-SKU004,48,52,2549.09,312.19,183.35,9,39,122,672,70,0.1042
2024-10-26,西南,线下门店,家用电器,家用电器-SKU006,13,15,1719.03,156.78,57.19,2,11,461,208,18,0.0865
2024-10-26,华北,天猫,美妆个护,美妆个护-SKU007,50,44,7516.52,1201.19,205.43,18,32,351,300,50,0.1667
2024-10-27,华南,京东,家居家装,家居家装-SKU007,55,66,8179.57,759.58,48.84,7,48,434,1210,80,0.0661
2024-10-27,华东,京东,母婴玩具,母婴玩具-SKU008,58,69,5098.76,968.52,357.87,15,43,596,696,58,0.0833
2024-10-27,东北,线下门店,母婴玩具,母婴玩具-SKU004,10,13,1329.71,115.52,52.62,1,9,239,150,13,0.0867
2024-10-27,华南,京东,家居家装,家居家装-SKU002,28,26,3437.41,103.55,132.73,6,22,40,168,28,0.1667
2024-10-27,华东,美团,家用电器,家用电器-SKU007,28,25,3321.12,694.82,96.4,5,23,427,84,28,0.3333
2024-10-27,华南,天猫,母婴玩具,母婴玩具-SKU004,14,16,1828.01,161.22,66.51,3,11,326,112,14,0.125
2024-10-28,华东,天猫,食品生鲜,食品生鲜-SKU001,42,38,3901.68,726.19,146.32,4,38,160,504,59,0.1171
2024-10-28,西南,抖音,母婴玩具,母婴玩具-SKU004,32,42,5570.67,319.29,152.21,7,25,148,640,52,0.0813
2024-10-28,华东,京东,手机数码,手机数码-SKU007,35,36,2225.51,183.33,118.61,7,28,172,840,35,0.0417
2024-10-28,西北,小程序,家用电器,家用电器-SKU002,18,19,1798.31,35.34,69.69,5,13,244,414,26,0.0628
2024-10-28,华南,拼多多,食品生鲜,食品生鲜-SKU008,20,18,2668.5,276.29,181.26,5,15,316,260,20,0.0769
2024-10-28,西北,拼多多,手机数码,手机数码-SKU003,10,12,494.12,3.81,8.89,2,8,383,230,24,0.1043
2024-10-28,华东,小程序,美妆个护,美妆个护-SKU003,39,48,3871.6,667.15,295.13,7,32,492,1131,39,0.0345
2024-10-28,华东,美团,美妆个护,美妆个护-SKU001,15,20,1793.64,204.51,9.62,4,11,437,195,15,0.0769
2024-10-28,华中,抖音,家用电器,家用电器-SKU006,14,12,299.07,17.79,12.03,2,12,34,350,14,0.04
2024-10-28,华中,拼多多,运动户外,运动户外-SKU008,21,24,2235.68,405.71,73.01,4,17,453,609,35,0.0575
2024-10-28,华南,京东,母婴玩具,母婴玩具-SKU002,33,46,2360.39,418.05,106.42,11,22,164,693,36,0.0519
2024-10-28,华中,美团,食品生鲜,食品生鲜-SKU004,37,48,3302.39,708.67,121.0,12,25,449,1110,72,0.0649
2024-10-29,华中,线下门店,母婴玩具,母婴玩具-SKU006,53,55,6717.51,1480.52,18.25,19,34,122,1325,81,0.0611
2024-10-29,西南,小程序,运动户外,运动户外-SKU004,17,24,3054.89,743.08,191.68,3,14,222,255,31,0.1216
2024-10-29,华中,美团,食品生鲜,食品生鲜-SKU002,11,12,1434.22,38.03,88.92,3,8,449,44,11,0.25
2024-10-29,华东,拼多多,服饰鞋包,服饰鞋包-SKU001,59,53,7926.77,442.9,401.97,9,50,592,354,59,0.1667
2024-10-29,东北,线下门店,母婴玩具,母婴玩具-SKU007,36,41,4760.03,195.03,6.65,10,26,258,432,51,0.1181
2024-10-29,西南,抖音,母婴玩具,母婴玩具-SKU008,7,9,555.21,96.68,15.44,2,5,363,126,15,0.119
2024-10-29,东北,京东,母婴玩具,母婴玩具-SKU008,25,30,3907.45,440.17,187.88,3,22,287,650,60,0.0923
2024-10-30,华北,抖音,母婴玩具,母婴玩具-SKU008,41,37,7328.74,1383.4,303.4,10,31,576,246,41,0.1667
2024-10-30,华南,天猫,服饰鞋包,服饰鞋包-SKU003,30,30,3176.82,216.12,125.89,7,23,79,720,30,0.0417
2024-10-30,华东,抖音,手机数码,手机数码-SKU002,23,27,3900.05,593.19,145.66,7,16,71,69,23,0.3333
2024-10-30,华东,天猫,运动户外,运动户外-SKU004,37,35,4007.36,441.84,243.09,6,31,346,962,76,0.079
2024-10-30,西南,美团,美妆个护,美妆个护-SKU001,31,27,4561.32,654.98,116.02,8,23,539,155,31,0.2
2024-10-30,华南,天猫,家居家装,家居家装-SKU005,11,15,790.21,129.35,44.87,2,9,99,66,11,0.1667
2024-10-30,西北,天猫,美妆个护,美妆个护-SKU006,35,43,4016.1,294.99,212.64,6,29,215,455,40,0.0879
2024-10-30,西北,美团,手机数码,手机数码-SKU004,50,74,7963.81,1413.0,432.84,19,31,428,1500,105,0.07
2024-10-30,西南,美团,服饰鞋包,服饰鞋包-SKU006,61,90,2910.55,568.36,193.6,6,55,247,1281,122,0.0952
2024-10-30,华中,京东,运动户外,运动户外-SKU005,20,25,1899.98,250.82,77.6,4,16,194,500,57,0.114
2024-10-30,西北,线下门店,运动户外,运动户外-SKU001,17,17,1533.42,63.96,0.54,2,15,346,340,17,0.05
2024-10-31,华南,美团,家用电器,家用电器-SKU002,38,56,4529.55,495.66,162.73,13,25,535,190,38,0.2
2024-10-31,东北,美团,服饰鞋包,服饰鞋包-SKU001,52,59,6679.53,1619.99,529.54,10,42,478,572,52,0.0909
2024-10-31,东北,京东,美妆个护,美妆个护-SKU001,24,27,2963.81,392.6,26.26,8,16,203,264,30,0.1136
2024-10-31,华南,拼多多,家居家装,家居家装-SKU006,32,41,4019.22,406.82,185.27,7,25,294,800,48,0.06
2024-10-31,华北,抖音,美妆个护,美妆个护-SKU008,27,37,4290.53,322.27,276.91,8,19,560,540,27,0.05
2024-10-31,华南,小程序,母婴玩具,母婴玩具-SKU001,42,59,3575.37,93.16,264.72,14,28,352,1092,77,0.0705
2024-10-31,东北,京东,家居家装,家居家装-SKU002,12,17,1783.22,220.43,5.29,2,10,453,324,42,0.1296
2024-11-01,华中,线下门店,美妆个护,美妆个护-SKU004,56,61,5489.57,595.51,308.53,8,48,526,728,59,0.081
2024-11-01,华南,小程序,食品生鲜,食品生鲜-SKU006,19,19,900.0,174.92,41.62,3,16,398,133,19,0.1429
2024-11-01,华东,抖音,家用电器,家用电器-SKU006,59,47,4387.83,935.96,329.46,17,42,442,531,59,0.1111
2024-11-01,西北,京东,服饰鞋包,服饰鞋包-SKU005,47,68,1543.04,178.99,46.6,14,33,429,1269,47,0.037
2024-11-01,华中,小程序,母婴玩具,母婴玩具-SKU008,48,57,7757.55,1562.05,591.23,19,29,510,144,48,0.3333
2024-11-01,西北,抖音,运动户外,运动户外-SKU008,35,32,2839.69,68.14,225.1,5,30,155,980,93,0.0949
2024-11-02,华北,天猫,服饰鞋包,服饰鞋包-SKU004,15,14,1773.49,416.34,141.72,3,12,386,150,15,0.1
2024-11-02,西北,天猫,家居家装,家居家装-SKU005,21,16,4111.97,630.07,104.71,7,14,274,105,21,0.2
2024-11-02,华南,抖音,母婴玩具,母婴玩具-SKU004,12,12,1280.87,48.24,48.66,2,10,340,360,34,0.0944
2024-11-02,西南,线下门店,母婴玩具,母婴玩具-SKU006,14,18,2122.26,309.96,74.14,1,13,229,98,14,0.1429
2024-11-02,华东,线下门店,母婴玩具,母婴玩具-SKU003,30,38,4414.52,425.93,339.18,4,26,478,450,30,0.0667
2024-11-02,东北,美团,服饰鞋包,服饰鞋包-SKU004,12,16,1838.43,201.93,76.58,4,8,326,180,13,0.0722
2024-11-02,华南,拼多多,美妆个护,美妆个护-SKU002,26,21,5151.3,377.99,17.26,6,20,433,182,26,0.1429
2024-11-02,华南,小程序,母婴玩具,母婴玩具-SKU005,15,20,1693.23,331.4,90.42,2,13,112,345,15,0.0435
2024-11-02,华南,抖音,美妆个护,美妆个护-SKU001,26,34,4044.22,697.3,125.59,4,22,414,416,26,0.0625
2024-11-02,华南,线下门店,食品生鲜,食品生鲜-SKU006,39,46,5892.19,3.92,299.63,9,30,417,273,39,0.1429
2024-11-03,东北,美团,家用电器,家用电器-SKU001,26,21,3048.26,291.6,239.58,5,21,74,676,69,0.1021
2024-11-03,东北,拼多多,手机数码,手机数码-SKU005,30,42,3661.99,239.72,193.39,4,26,138,870,96,0.1103
2024-11-03,华南,抖音,食品生鲜,食品生鲜-SKU002,30,43,4444.38,606.31,102.36,11,19,256,900,113,0.1256
2024-11-03,西南,抖音,手机数码,手机数码-SKU003,41,46,8377.01,1621.34,383.49,8,33,290,1230,156,0.1268
2024-11-03,东北,天猫,手机数码,手机数码-SKU008,31,25,2916.42,123.17,154.27,3,28,384,713,99,0.1388
2024-11-03,西南,拼多多,运动户外,运动户外-SKU002,12,15,2375.56,390.22,147.51,2,10,112,132,12,0.0909
2024-11-04,华北,小程序,家用电器,家用电器-SKU003,35,32,2510.5,104.08,151.38,9,26,190,105,35,0.3333
2024-11-04,西北,线下门店,家用电器,家用电器-SKU006,46,36,7511.62,1614.11,408.67,6,40,481,1380,89,0.0645
2024-11-04,东北,京东,母婴玩具,母婴玩具-SKU007,25,30,2572.64,488.32,98.22,4,21,169,275,31,0.1127
2024-11-04,华南,线下门店,食品生鲜,食品生鲜-SKU004,14,19,902.87,38.09,3.31,4,10,528,154,14,0.0909
2024-11-04,东北,京东,美妆个护,美妆个护-SKU005,22,26,604.68,147.07,32.85,3,19,432,308,22,0.0714
2024-11-04,华中,抖音,服饰鞋包,服饰鞋包-SKU006,46,57,5677.66,37.33,186.63,8,38,128,552,48,0.087
2024-11-04,东北,京东,手机数码,手机数码-SKU006,39,47,5144.87,1067.4,385.81,9,30,537,936,39,0.0417
2024-11-04,东北,抖音,家用电器,家用电器-SKU003,37,35,4628.32,68.68,19.25,6,31,293,666,60,0.0901
2024-11-05,西北,天猫,运动户外,运动户外-SKU002,28,35,5132.69,37.93,291.55,5,23,570,672,90,0.1339
2024-11-05,华中,拼多多,家居家装,家居家装-SKU008,18,19,2326.09,348.26,75.34,6,12,483,126,18,0.1429
2024-11-05,华东,美团,食品生鲜,食品生鲜-SKU008,24,25,3863.66,524.72,59.64,6,18,245,456,45,0.0987
2024-11-05,东北,京东,食品生鲜,食品生鲜-SKU001,11,11,950.97,27.81,1.39,2,9,366,198,28,0.1414
2024-11-05,西北,拼多多,母婴玩具,母婴玩具-SKU005,55,49,5991.67,1109.31,204.84,12,43,565,275,55,0.2
2024-11-05,东北,小程序,家用电器,家用电器-SKU004,8,6,1012.43,39.67,67.22,3,5,265,216,20,0.0926
2024-11-06,东北,抖音,美妆个护,美妆个护-SKU006,12,14,555.27,5.8,29.03,4,8,222,96,12,0.125
2024-11-06,西南,京东,食品生鲜,食品生鲜-SKU001,13,12,2506.92,306.37,144.36,3,10,366,143,16,0.1119
2024-11-06,东北,小程序,运动户外,运动户外-SKU008,11,15,235.34,2.34,18.51,2,9,99,242,12,0.0496
2024-11-06,西南,美团,家居家装,家居家装-SKU008,47,44,7483.03,1458.81,18.75,7,40,286,141,47,0.3333
2024-11-06,西南,线下门店,家用电器,家用电器-SKU001,29,28,2513.69,68.82,135.62,11,18,351,464,45,0.097
2024-11-06,华南,天猫,运动户外,运动户外-SKU003,52,76,4767.73,945.19,174.05,12,40,99,1248,138,0.1106
2024-11-06,华中,线下门店,家用电器,家用电器-SKU007,17,18,2154.94,133.2,131.57,2,15,300,340,44,0.1294
2024-11-06,华中,小程序,母婴玩具,母婴玩具-SKU008,51,70,6850.99,561.25,261.47,7,44,98,1020,148,0.1451
2024-11-06,华中,美团,家用电器,家用电器-SKU003,43,54,2758.08,584.62,112.29,16,27,198,473,43,0.0909
2024-11-06,华东,线下门店,母婴玩具,母婴玩具-SKU001,30,28,5445.31,473.3,435.36,10,20,406,270,30,0.1111
2024-11-07,东北,抖音,美妆个护,美妆个护-SKU008,48,63,8016.87,738.37,258.82,11,37,534,1392,48,0.0345
2024-11-07,东北,抖音,食品生鲜,食品生鲜-SKU002,20,19,2473.6,461.54,53.77,6,14,408,320,20,0.0625
2024-11-07,东北,天猫,手机数码,手机数码-SKU007,22,28,1697.96,421.03,66.05,6,16,566,572,22,0.0385
2024-11-07,华中,小程序,家居家装,家居家装-SKU005,22,29,1973.11,127.57,92.92,5,17,182,660,41,0.0621
2024-11-07,西北,线下门店,运动户外,运动户外-SKU004,21,23,3376.65,271.57,74.52,6,15,405,399,54,0.1353
2024-11-07,华中,小程序,美妆个护,美妆个护-SKU008,66,80,5221.04,421.1,406.79,21,45,176,924,93,0.1006
2024-11-07,东北,拼多多,运动户外,运动户外-SKU008,11,9,1943.27,0.98,98.75,2,9,259,275,11,0.04
2024-11-07,华南,抖音,母婴玩具,母婴玩具-SKU001,17,25,3045.88,311.45,96.7,4,13,390,119,17,0.1429
2024-11-07,西南,天猫,服饰鞋包,服饰鞋包-SKU008,27,36,1651.3,42.35,56.8,8,19,363,81,27,0.3333
2024-11-07,华北,京东,运动户外,运动户外-SKU003,29,31,3321.79,244.24,135.99,8,21,528,754,50,0.0663
2024-11-07,东北,京东,运动户外,运动户外-SKU001,13,19,1879.8,33.77,96.3,5,8,98,169,13,0.0769
2024-11-08,西南,京东,家居家装,家居家装-SKU007,10,12,1910.12,472.2,78.3,3,7,75,240,10,0.0417
2024-11-08,西南,小程序,家用电器,家用电器-SKU006,35,49,3854.05,783.47,121.13,4,31,293,105,35,0.3333
2024-11-08,西南,京东,家用电器,家用电器-SKU003,16,12,1705.72,347.09,58.94,3,13,445,208,16,0.0769
2024-11-08,华南,小程序,服饰鞋包,服饰鞋包-SKU005,18,26,2097.22,452.18,164.06,3,15,372,180,19,0.1056
2024-11-08,华中,小程序,母婴玩具,母婴玩具-SKU002,23,21,2002.93,445.39,38.42,8,15,62,299,23,0.0769
2024-11-08,华南,拼多多,运动户外,运动户外-SKU007,18,19,2764.11,282.47,69.72,1,17,41,468,27,0.0577
2024-11-08,西南,天猫,家居家装,家居家装-SKU003,24,24,3760.69,499.8,267.61,4,20,124,168,24,0.1429
2024-11-08,西北,线下门店,母婴玩具,母婴玩具-SKU003,39,36,6108.52,229.79,195.07,7,32,55,156,39,0.25
2024-11-09,华北,天猫,家居家装,家居家装-SKU002,28,27,1873.54,353.77,104.14,5,23,235,504,66,0.131
2024-11-09,华北,京东,家用电器,家用电器-SKU003,31,46,5718.86,359.11,397.17,8,23,50,744,31,0.0417
2024-11-09,西南,小程序,服饰鞋包,服饰鞋包-SKU002,16,17,2998.86,297.42,163.92,1,15,182,400,49,0.1225
2024-11-09,华北,京东,服饰鞋包,服饰鞋包-SKU003,13,10,1198.9,263.38,43.13,4,9,552,78,13,0.1667
2024-11-09,华北,线下门店,家用电器,家用电器-SKU003,19,25,2649.98,354.6,9.23,6,13,287,190,19,0.1
2024-11-09,华北,线下门店,家用电器,家用电器-SKU003,28,32,3235.48,748.98,64.64,8,20,563,840,28,0.0333
2024-11-09,东北,线下门店,手机数码,手机数码-SKU006,54,56,5089.23,695.32,109.02,8,46,319,1350,172,0.1274
2024-11-09,华东,线下门店,家用电器,家用电器-SKU001,33,40,3711.64,316.67,190.5,10,23,472,924,113,0.1223
2024-11-09,西北,京东,家用电器,家用电器-SKU004,65,92,10119.26,1437.94,338.4,23,42,106,520,71,0.1365
2024-11-09,西南,拼多多,母婴玩具,母婴玩具-SKU005,20,16,3225.95,583.97,89.48,5,15,224,300,35,0.1167
2024-11-09,东北,美团,食品生鲜,食品生鲜-SKU005,28,23,2443.08,45.72,33.65,2,26,182,84,28,0.3333
2024-11-10,华北,小程序,母婴玩具,母婴玩具-SKU006,22,31,1690.66,381.04,16.23,4,18,392,396,51,0.1288
2024-11-10,西北,天猫,美妆个护,美妆个护-SKU001,15,16,1550.19,22.22,29.16,3,12,435,180,18,0.1
2024-11-10,华北,天猫,母婴玩具,母婴玩具-SKU003,38,42,2675.57,216.03,170.02,5,33,160,1140,47,0.0412
2024-11-10,华南,抖音,运动户外,运动户外-SKU007,24,28,2385.37,532.3,127.76,6,18,401,432,24,0.0556
2024-11-10,华东,线下门店,手机数码,手机数码-SKU006,44,43,6536.3,1445.36,18.9,7,37,307,1012,125,0.1235
2024-11-10,华南,小程序,运动户外,运动户外-SKU006,35,37,3883.26,166.97,134.63,7,28,420,770,35,0.0455
2024-11-10,华中,拼多多,服饰鞋包,服饰鞋包-SKU008,29,25,4214.8,567.81,27.96,4,25,378,290,39,0.1345
2024-11-10,华南,线下门店,家居家装,家居家装-SKU006,20,28,2590.46,484.67,197.07,2,18,167,380,20,0.0526
2024-11-10,西南,天猫,手机数码,手机数码-SKU007,12,16,2364.77,10.48,141.68,3,9,323,132,12,0.0909
2024-11-10,西北,京东,食品生鲜,食品生鲜-SKU002,52,46,4804.84,296.35,28.15,16,36,220,520,58,0.1115
2024-11-10,华中,拼多多,母婴玩具,母婴玩具-SKU008,24,21,1354.03,142.86,52.68,7,17,511,432,43,0.0995
2024-11-10,华东,小程序,家用电器,家用电器-SKU002,35,30,4229.27,243.67,84.69,11,24,207,525,35,0.0667
2024-11-11,西南,拼多多,运动户外,运动户外-SKU006,42,41,8659.09,2018.48,98.69,8,34,261,924,42,0.0455
2024-11-11,华北,美团,运动户外,运动户外-SKU008,30,35,4803.58,434.86,259.18,3,27,139,720,88,0.1222
2024-11-11,华北,京东,家用电器,家用电器-SKU002,42,45,6455.42,1606.24,117.37,8,34,573,420,42,0.1
2024-11-11,东北,线下门店,运动户外,运动户外-SKU005,18,24,974.13,193.81,22.24,3,15,282,252,25,0.0992
2024-11-11,华北,拼多多,运动户外,运动户外-SKU001,14,17,1043.61,216.39,56.98,2,12,378,140,14,0.1
2024-11-11,华南,抖音,食品生鲜,食品生鲜-SKU007,7,8,1040.25,167.85,49.27,1,6,485,161,11,0.0683
2024-11-11,华东,线下门店,母婴玩具,母婴玩具-SKU004,36,53,3738.16,210.11,171.71,10,26,327,972,96,0.0988
2024-11-11,华中,京东,家用电器,家用电器-SKU002,30,33,4707.94,270.3,238.24,11,19,82,150,30,0.2
2024-11-11,西南,拼多多,母婴玩具,母婴玩具-SKU003,30,25,6118.11,892.35,432.35,6,24,535,720,54,0.075
2024-11-11,西南,线下门店,服饰鞋包,服饰鞋包-SKU003,6,7,613.0,3.56,1.48,1,5,212,114,14,0.1228
2024-11-12,华东,拼多多,服饰鞋包,服饰鞋包-SKU006,7,7,866.99,23.34,60.14,2,5,73,147,15,0.102
2024-11-12,西北,小程序,手机数码,手机数码-SKU001,9,12,1930.26,248.45,74.7,1,8,190,216,9,0.0417
2024-11-12,西北,抖音,母婴玩具,母婴玩具-SKU007,17,20,1244.68,253.95,19.75,1,16,383,102,17,0.1667
2024-11-12,华南,小程序,家居家装,家居家装-SKU002,18,20,3706.8,190.6,279.64,3,15,472,306,19,0.0621
2024-11-12,西南,拼多多,运动户外,运动户外-SKU004,17,21,798.31,77.44,53.2,3,14,523,221,17,0.0769
2024-11-12,华东,抖音,运动户外,运动户外-SKU002,12,13,1541.41,242.6,84.56,1,11,552,36,12,0.3333
2024-11-12,西北,线下门店,手机数码,手机数码-SKU008,53,73,6312.73,1117.32,208.22,17,36,309,954,53,0.0556
2024-11-12,西北,天猫,运动户外,运动户外-SKU002,46,38,8279.07,762.2,280.29,13,33,280,1288,191,0.1483
2024-11-12,华南,抖音,美妆个护,美妆个护-SKU007,53,56,4098.45,732.73,289.7,10,43,486,1378,155,0.1125
2024-11-12,华南,抖音,手机数码,手机数码-SKU008,46,49,2478.44,409.68,34.87,14,32,334,1288,96,0.0745
2024-11-13,西南,小程序,家用电器,家用电器-SKU003,46,49,6847.25,1093.87,332.77,13,33,272,276,46,0.1667
2024-11-13,东北,拼多多,家居家装,家居家装-SKU007,34,36,5870.48,1118.4,273.83,4,30,374,510,68,0.1333
2024-11-13,华东,天猫,母婴玩具,母婴玩具-SKU004,23,25,2312.49,572.68,66.36,2,21,295,92,23,0.25
2024-11-13,西北,美团,手机数码,手机数码-SKU005,35,45,4194.53,776.93,122.13,12,23,230,1050,147,0.14
2024-11-13,西北,小程序,美妆个护,美妆个护-SKU007,31,34,6085.22,1349.15,372.62,8,23,587,465,33,0.071
2024-11-13,华东,抖音,家居家装,家居家装-SKU005,16,23,1362.57,161.53,107.45,4,12,423,352,41,0.1165
2024-11-13,华北,抖音,服饰鞋包,服饰鞋包-SKU008,8,7,611.58,33.16,34.02,1,7,161,120,9,0.075
2024-11-13,东北,抖音,母婴玩具,母婴玩具-SKU001,15,19,2810.49,593.23,64.56,3,12,523,75,15,0.2
2024-11-13,华东,线下门店,食品生鲜,食品生鲜-SKU003,33,47,3581.25,528.62,228.2,10,23,514,528,54,0.1023
2024-11-13,华北,线下门店,服饰鞋包,服饰鞋包-SKU003,10,11,1808.88,312.4,46.77,2,8,56,300,44,0.1467
2024-11-13,华东,美团,服饰鞋包,服饰鞋包-SKU003,33,38,3357.94,779.37,214.2,6,27,177,660,85,0.1288
2024-11-14,华东,抖音,美妆个护,美妆个护-SKU006,29,28,2787.99,337.64,34.94,7,22,347,870,98,0.1126
2024-11-14,华北,小程序,家居家装,家居家装-SKU006,8,10,334.95,20.55,20.32,3,5,155,160,22,0.1375
2024-11-14,华东,线下门店,手机数码,手机数码-SKU008,20,16,924.18,217.64,55.46,6,14,376,400,20,0.05
2024-11-14,华中,天猫,家用电器,家用电器-SKU001,18,15,984.69,202.77,38.32,4,14,296,198,18,0.0909
2024-11-14,华南,拼多多,母婴玩具,母婴玩具-SKU007,11,12,1735.2,168.6,45.88,4,7,269,132,16,0.1212
2024-11-14,西北,线下门店,母婴玩具,母婴玩具-SKU004,6,7,785.3,29.04,49.83,2,4,470,48,6,0.125
2024-11-14,华东,抖音,手机数码,手机数码-SKU003,16,14,2702.53,431.61,52.94,6,10,81,208,30,0.1442
2024-11-14,华北,天猫,家居家装,家居家装-SKU001,23,22,3458.67,539.82,239.15,6,17,467,184,23,0.125
2024-11-14,华中,拼多多,运动户外,运动户外-SKU004,43,47,5326.43,709.26,315.96,8,35,147,946,83,0.0877
2024-11-15,西南,小程序,美妆个护,美妆个护-SKU007,27,34,4358.9,576.16,122.08,6,21,336,513,58,0.1131
2024-11-15,华北,小程序,家居家装,家居家装-SKU008,18,17,2824.51,377.93,216.74,3,15,429,90,18,0.2
2024-11-15,华中,抖音,服饰鞋包,服饰鞋包-SKU006,17,19,2150.25,127.4,110.13,2,15,257,323,17,0.0526
2024-11-15,华北,拼多多,家用电器,家用电器-SKU002,44,39,1954.66,229.22,58.38,12,32,580,1320,193,0.1462
2024-11-15,华南,美团,手机数码,手机数码-SKU001,42,41,5276.44,378.13,312.13,9,33,418,546,47,0.0861
2024-11-15,华北,小程序,家用电器,家用电器-SKU004,24,23,2521.45,79.23,132.67,8,16,135,168,24,0.1429
2024-11-15,华东,美团,母婴玩具,母婴玩具-SKU006,11,12,1881.64,412.45,55.46,4,7,351,319,29,0.0909
2024-11-15,华中,拼多多,服饰鞋包,服饰鞋包-SKU003,44,55,6504.72,0.15,255.03,10,34,363,1012,76,0.0751
2024-11-16,华南,美团,运动户外,运动户外-SKU004,32,35,3481.51,511.77,130.59,5,27,557,832,37,0.0445
2024-11-16,西南,拼多多,手机数码,手机数码-SKU008,45,44,5343.39,435.36,143.19,4,41,86,1080,108,0.1
2024-11-16,华北,小程序,手机数码,手机数码-SKU008,30,43,3185.51,485.63,247.96,11,19,57,720,30,0.0417
2024-11-16,华中,京东,服饰鞋包,服饰鞋包-SKU003,29,30,4599.94,397.47,141.98,3,26,341,696,29,0.0417
2024-11-16,西南,天猫,家用电器,家用电器-SKU008,28,28,4717.04,908.79,273.62,9,19,198,308,37,0.1201
2024-11-16,华东,小程序,运动户外,运动户外-SKU001,39,36,3510.78,434.32,199.93,12,27,593,1092,39,0.0357
2024-11-16,西南,抖音,运动户外,运动户外-SKU003,27,25,4708.49,436.66,289.83,8,19,54,378,27,0.0714
2024-11-16,华东,拼多多,母婴玩具,母婴玩具-SKU008,17,19,1213.2,96.32,53.14,4,13,58,493,69,0.14
2024-11-16,华中,抖音,美妆个护,美妆个护-SKU008,36,40,2046.42,57.12,160.2,11,25,204,432,36,0.0833
2024-11-16,西南,京东,手机数码,手机数码-SKU007,16,15,1433.0,189.58,60.84,1,15,297,384,53,0.138
2024-11-17,西南,美团,家用电器,家用电器-SKU007,28,40,4424.98,371.67,146.47,10,18,516,504,31,0.0615
2024-11-17,华中,抖音,运动户外,运动户外-SKU004,36,32,3038.41,76.33,0.73,13,23,482,648,88,0.1358
2024-11-17,华东,抖音,手机数码,手机数码-SKU003,26,26,1580.18,257.17,93.22,6,20,56,598,51,0.0853
2024-11-17,华北,线下门店,运动户外,运动户外-SKU003,13,18,1602.2,144.11,60.58,1,12,569,39,13,0.3333
2024-11-17,华东,美团,食品生鲜,食品生鲜-SKU002,25,31,1419.15,332.19,34.4,4,21,445,375,25,0.0667
2024-11-17,西南,美团,家用电器,家用电器-SKU002,17,17,2535.96,276.88,46.86,3,14,312,289,29,0.1003
