date,platform,channel,user_segment,dau,new_users,session_count,avg_session_duration,page_views,bounce_rate,conversion_rate,gmv,orders,aov,retention_d1,retention_d7
2025-05-16,小程序,社交分享,流失预警,90,20,218,94.4,1724,0.605,0.0688,1624.32,6,270.72,0.267,0.063
2025-05-16,Android,EDM,沉默召回,178,15,404,161.1,3667,0.377,0.0255,1590.48,4,397.62,0.192,0.054
2025-05-16,Android,短信复购,新用户,272,79,687,893.3,4729,0.549,0.0235,1061.16,6,176.86,0.134,0.223
2025-05-16,Android,短信复购,沉默召回,159,27,328,144.0,1120,0.197,0.0681,4822.9,10,482.29,0.339,0.119
2025-05-16,Android,短信复购,活跃用户,2888,543,5222,738.6,58490,0.411,0.0061,786.08,17,46.24,0.283,0.071
2025-05-16,Android,SEO,沉默召回,139,35,385,685.0,2162,0.602,0.0466,473.76,6,78.96,0.332,0.187
2025-05-16,Android,SEO,流失预警,92,26,240,116.1,732,0.444,0.016,350.63,1,350.63,0.274,0.053
2025-05-16,Android,异业合作,高价值VIP,474,103,1877,466.4,17651,0.457,0.0244,2057.55,11,187.05,0.178,0.12
2025-05-16,Android,异业合作,流失预警,56,10,125,388.6,1134,0.443,0.0414,255.08,2,127.54,0.368,0.137
2025-05-16,Android,异业合作,新用户,218,33,833,417.5,7320,0.272,0.0671,1386.14,14,99.01,0.158,0.064
2025-05-16,Android,KOL推荐,沉默召回,123,31,288,595.6,778,0.52,0.029,378.06,3,126.02,0.378,0.11
2025-05-16,Android,KOL推荐,高价值VIP,480,102,1056,622.3,12581,0.217,0.0388,3527.82,18,195.99,0.113,0.078
2025-05-16,Android,KOL推荐,流失预警,83,6,326,253.4,2174,0.155,0.0127,172.74,1,172.74,0.459,0.203
2025-05-16,Android,付费搜索,流失预警,102,5,155,547.2,1464,0.32,0.0737,1066.45,7,152.35,0.328,0.141
2025-05-16,Android,付费搜索,活跃用户,2015,495,7350,778.7,71122,0.212,0.0692,55491.58,139,399.22,0.228,0.062
2025-05-16,iOS,自然增长,流失预警,68,9,242,445.0,606,0.361,0.0055,0.0,0,215.5,0.351,0.058
2025-05-16,iOS,自然增长,高价值VIP,475,100,1803,811.2,19253,0.568,0.0622,11217.2,29,386.8,0.26,0.106
2025-05-16,iOS,自然增长,新用户,248,29,601,367.1,6715,0.585,0.0243,633.54,6,105.59,0.241,0.232
2025-05-16,iOS,KOL推荐,流失预警,66,8,114,381.0,1238,0.613,0.0538,821.31,3,273.77,0.333,0.111
2025-05-16,iOS,短信复购,沉默召回,162,33,408,662.0,1221,0.554,0.0225,933.78,3,311.26,0.484,0.131
2025-05-16,iOS,社交分享,活跃用户,1802,328,6449,777.8,56615,0.17,0.0183,9816.64,32,306.77,0.229,0.214
2025-05-16,iOS,社交分享,流失预警,62,12,241,676.5,1954,0.394,0.0609,1125.93,3,375.31,0.42,0.168
2025-05-16,iOS,社交分享,高价值VIP,480,24,1444,260.5,8791,0.592,0.0483,5684.68,23,247.16,0.44,0.091
2025-05-16,iOS,EDM,高价值VIP,410,41,932,782.0,3217,0.426,0.0195,1273.51,7,181.93,0.246,0.204
2025-05-16,iOS,EDM,流失预警,83,14,275,832.4,2776,0.409,0.0749,291.48,6,48.58,0.381,0.227
2025-05-16,iOS,线下地推,活跃用户,3140,730,12002,179.2,34351,0.626,0.0407,52645.31,127,414.53,0.405,0.079
2025-05-16,iOS,线下地推,高价值VIP,342,81,1098,329.6,5920,0.46,0.031,618.8,10,61.88,0.474,0.104
2025-05-16,快应用,线下地推,流失预警,78,16,157,228.4,709,0.251,0.0375,921.54,2,460.77,0.15,0.215
2025-05-16,快应用,自然增长,活跃用户,2862,610,10160,665.5,82557,0.56,0.0347,24063.93,99,243.07,0.455,0.091
2025-05-16,快应用,自然增长,高价值VIP,514,148,873,222.7,9159,0.631,0.0418,4994.22,21,237.82,0.119,0.058
2025-05-16,快应用,自然增长,流失预警,96,9,263,236.1,1238,0.494,0.0069,0.0,0,126.82,0.49,0.118
2025-05-16,快应用,短信复购,活跃用户,2172,546,3731,190.0,20036,0.282,0.0349,24316.5,75,324.22,0.171,0.226
2025-05-17,快应用,社交分享,沉默召回,109,10,299,781.8,917,0.178,0.0186,61.72,2,30.86,0.148,0.153
2025-05-17,快应用,社交分享,流失预警,65,9,233,257.7,956,0.645,0.0479,1317.24,3,439.08,0.454,0.122
2025-05-17,快应用,社交分享,新用户,225,52,878,152.9,7630,0.583,0.0127,818.22,2,409.11,0.203,0.088
2025-05-17,快应用,SEO,新用户,242,53,426,679.2,2120,0.252,0.0496,4047.96,12,337.33,0.429,0.207
2025-05-17,快应用,SEO,高价值VIP,339,41,689,735.6,7954,0.258,0.0434,2547.16,14,181.94,0.403,0.08
2025-05-17,快应用,线下地推,新用户,158,25,421,265.6,5048,0.436,0.0059,0.0,0,329.64,0.482,0.246
2025-05-17,快应用,KOL推荐,高价值VIP,233,68,617,214.5,4801,0.151,0.0768,4532.37,17,266.61,0.318,0.07
2025-05-17,快应用,KOL推荐,新用户,234,35,733,129.2,3008,0.457,0.041,1152.36,9,128.04,0.471,0.055
2025-05-17,快应用,异业合作,新用户,158,22,374,147.1,2310,0.45,0.0611,2266.02,9,251.78,0.291,0.201
2025-05-17,快应用,异业合作,高价值VIP,341,60,738,160.6,2030,0.184,0.0392,2624.31,13,201.87,0.372,0.167
2025-05-17,Web,线下地推,流失预警,52,4,192,352.9,491,0.18,0.066,246.99,3,82.33,0.123,0.058
2025-05-17,Web,线下地推,高价值VIP,198,50,381,209.0,2116,0.2,0.0508,4231.2,10,423.12,0.471,0.095
2025-05-17,Web,短信复购,流失预警,46,3,141,681.1,454,0.295,0.0433,376.92,1,376.92,0.377,0.068
2025-05-17,Web,短信复购,高价值VIP,197,51,437,765.5,4046,0.258,0.0339,2186.88,6,364.48,0.461,0.142
2025-05-17,Web,KOL推荐,高价值VIP,225,13,838,87.4,8487,0.432,0.0271,2310.24,6,385.04,0.475,0.067
2025-05-17,Web,KOL推荐,活跃用户,1277,318,4298,221.6,42112,0.301,0.0366,12451.28,46,270.68,0.126,0.102
2025-05-17,Web,KOL推荐,沉默召回,122,29,395,260.5,4707,0.309,0.0292,278.85,3,92.95,0.125,0.1
2025-05-17,Android,短信复购,沉默召回,95,17,269,491.5,2224,0.554,0.0606,425.4,5,85.08,0.252,0.15
2025-05-17,Android,短信复购,新用户,161,39,428,713.1,3833,0.6,0.0245,567.33,3,189.11,0.33,0.21
2025-05-17,Android,短信复购,流失预警,68,8,237,699.5,1891,0.473,0.0753,1017.8,5,203.56,0.225,0.237
2025-05-17,Android,社交分享,活跃用户,1940,186,5035,142.9,20077,0.234,0.0158,3370.2,30,112.34,0.198,0.209
2025-05-17,iOS,线下地推,高价值VIP,331,98,1296,705.7,11775,0.172,0.0517,6956.23,17,409.19,0.368,0.071
2025-05-17,iOS,线下地推,流失预警,68,19,125,170.3,909,0.188,0.0661,1668.8,4,417.2,0.152,0.153
2025-05-17,iOS,自然增长,高价值VIP,285,24,868,546.8,5847,0.493,0.039,2371.05,11,215.55,0.328,0.109
2025-05-17,小程序,异业合作,活跃用户,1722,134,3774,125.2,33530,0.404,0.078,39457.64,134,294.46,0.231,0.123
2025-05-17,小程序,社交分享,新用户,234,33,773,830.5,9042,0.269,0.0268,908.82,6,151.47,0.307,0.175
2025-05-17,小程序,线下地推,流失预警,46,11,130,792.9,609,0.194,0.0355,260.57,1,260.57,0.214,0.239
2025-05-17,小程序,线下地推,活跃用户,2046,326,5229,71.7,34256,0.371,0.0399,12715.38,81,156.98,0.149,0.197
2025-05-17,小程序,线下地推,沉默召回,124,11,332,171.7,1523,0.445,0.0109,292.23,1,292.23,0.252,0.212
2025-05-17,小程序,KOL推荐,高价值VIP,214,52,534,340.8,4400,0.359,0.0576,4260.36,12,355.03,0.235,0.092
2025-05-17,小程序,信息流广告,沉默召回,125,26,498,457.0,5702,0.179,0.0713,690.64,8,86.33,0.43,0.194
2025-05-17,小程序,信息流广告,高价值VIP,324,95,548,788.9,6248,0.583,0.0124,568.8,4,142.2,0.473,0.172
2025-05-17,小程序,信息流广告,新用户,233,34,376,756.1,3119,0.214,0.0555,4191.96,12,349.33,0.23,0.15
2025-05-17,小程序,短信复购,沉默召回,114,6,285,204.8,2498,0.426,0.0677,1942.57,7,277.51,0.385,0.083
2025-05-17,小程序,短信复购,流失预警,47,12,184,846.6,2088,0.35,0.0754,1092.21,3,364.07,0.274,0.194
2025-05-17,小程序,短信复购,高价值VIP,279,53,541,867.0,2437,0.344,0.0705,8895.42,19,468.18,0.215,0.073
2025-05-18,iOS,社交分享,活跃用户,2114,539,6331,260.0,31855,0.635,0.0169,6103.3,35,174.38,0.418,0.133
2025-05-18,iOS,短信复购,高价值VIP,293,84,818,219.4,8483,0.338,0.0356,4027.2,10,402.72,0.164,0.085
2025-05-18,iOS,异业合作,高价值VIP,350,78,761,486.3,7149,0.378,0.0643,9615.76,22,437.08,0.375,0.177
2025-05-18,iOS,异业合作,流失预警,57,7,220,131.4,627,0.172,0.0525,934.74,2,467.37,0.421,0.116
2025-05-18,iOS,KOL推荐,高价值VIP,325,75,1154,165.1,7870,0.167,0.052,6032.64,16,377.04,0.49,0.248
2025-05-18,iOS,KOL推荐,沉默召回,128,6,208,652.8,2336,0.6,0.0324,962.48,4,240.62,0.395,0.146
2025-05-18,iOS,KOL推荐,活跃用户,1819,387,3244,503.1,25545,0.22,0.0168,7935.6,30,264.52,0.158,0.078
2025-05-18,Android,SEO,流失预警,54,13,141,898.9,1544,0.541,0.0762,259.36,4,64.84,0.2,0.204
2025-05-18,Android,SEO,高价值VIP,260,47,1018,594.1,12073,0.318,0.0666,2967.01,17,174.53,0.445,0.237
2025-05-18,Android,SEO,沉默召回,80,9,272,588.9,727,0.369,0.0541,189.88,4,47.47,0.225,0.063
2025-05-18,Android,短信复购,流失预警,43,8,105,872.0,1067,0.197,0.036,487.55,1,487.55,0.219,0.114
2025-05-18,Android,信息流广告,流失预警,68,15,172,828.9,989,0.362,0.0285,114.27,1,114.27,0.19,0.093
2025-05-18,Android,信息流广告,高价值VIP,239,21,566,494.5,4760,0.531,0.0252,1316.82,6,219.47,0.336,0.07
2025-05-18,Android,信息流广告,新用户,185,30,442,478.9,4212,0.481,0.0515,1449.63,9,161.07,0.388,0.209
2025-05-18,Android,EDM,活跃用户,1361,258,2955,276.6,6130,0.604,0.0201,6230.52,27,230.76,0.13,0.216
2025-05-18,Web,异业合作,沉默召回,122,13,248,299.8,1550,0.476,0.07,2102.48,8,262.81,0.387,0.199
2025-05-18,Web,异业合作,流失预警,70,16,158,361.8,1721,0.423,0.0166,158.39,1,158.39,0.251,0.159
2025-05-18,Web,异业合作,活跃用户,1442,410,5095,793.6,42234,0.605,0.0548,37165.55,79,470.45,0.329,0.097
2025-05-18,Web,信息流广告,活跃用户,1717,506,5464,542.8,11254,0.32,0.0763,19120.76,131,145.96,0.175,0.091
2025-05-18,Web,信息流广告,流失预警,63,18,245,716.6,1547,0.49,0.0491,493.92,3,164.64,0.433,0.16
2025-05-18,Web,自然增长,沉默召回,80,4,156,667.2,667,0.493,0.0493,124.95,3,41.65,0.237,0.199
2025-05-18,Web,自然增长,活跃用户,1352,95,2779,186.8,25997,0.243,0.0255,10571.28,34,310.92,0.151,0.24
2025-05-18,Web,SEO,活跃用户,1894,136,5300,829.2,59682,0.638,0.0373,10241.7,70,146.31,0.355,0.132
2025-05-18,Web,SEO,沉默召回,126,19,213,126.0,2224,0.577,0.0359,399.4,4,99.85,0.126,0.239
2025-05-19,快应用,SEO,流失预警,63,14,181,224.8,2086,0.248,0.0583,708.36,3,236.12,0.154,0.21
2025-05-19,快应用,SEO,沉默召回,165,46,551,219.8,3595,0.423,0.0324,2358.3,5,471.66,0.161,0.22
2025-05-19,快应用,SEO,高价值VIP,320,34,592,374.8,3022,0.298,0.0792,9789.5,25,391.58,0.358,0.196
2025-05-19,快应用,短信复购,新用户,254,21,538,759.6,1185,0.237,0.0118,386.6,2,193.3,0.155,0.155
2025-05-19,快应用,信息流广告,高价值VIP,321,52,984,606.5,6422,0.622,0.0653,8927.2,20,446.36,0.356,0.239
2025-05-19,快应用,信息流广告,新用户,377,47,596,502.3,1553,0.471,0.0156,1281.6,5,256.32,0.108,0.097
2025-05-19,快应用,KOL推荐,新用户,279,73,851,608.0,10012,0.19,0.0798,2448.82,22,111.31,0.266,0.168
2025-05-19,小程序,异业合作,活跃用户,2887,510,8096,897.1,56618,0.58,0.042,25745.17,121,212.77,0.102,0.119
2025-05-19,小程序,短信复购,流失预警,82,12,279,420.1,1946,0.487,0.0152,469.06,1,469.06,0.459,0.168
2025-05-19,小程序,EDM,沉默召回,126,37,343,593.2,2866,0.596,0.041,2033.8,5,406.76,0.221,0.223
2025-05-19,小程序,EDM,新用户,244,49,388,361.0,3078,0.286,0.0653,6645.15,15,443.01,0.336,0.231
2025-05-19,Android,异业合作,活跃用户,2546,240,8324,732.3,85791,0.247,0.0729,56230.75,185,303.95,0.228,0.137
2025-05-19,Android,异业合作,新用户,370,77,1209,111.8,10536,0.549,0.0243,2329.92,8,291.24,0.488,0.059
2025-05-19,Android,信息流广告,新用户,244,67,631,805.6,6097,0.445,0.0131,797.67,3,265.89,0.326,0.127
2025-05-19,Android,KOL推荐,沉默召回,120,23,455,457.9,1773,0.175,0.0351,1650.32,4,412.58,0.489,0.089
2025-05-19,Android,KOL推荐,活跃用户,2301,496,4293,283.3,51474,0.58,0.0517,55720.78,118,472.21,0.331,0.24
2025-05-19,Android,KOL推荐,新用户,219,42,395,677.4,2386,0.459,0.0713,2892.9,15,192.86,0.425,0.052
2025-05-19,Android,EDM,高价值VIP,343,25,902,233.2,10445,0.318,0.0421,2938.6,14,209.9,0.32,0.237
2025-05-19,Android,EDM,流失预警,57,13,92,871.9,607,0.328,0.071,1283.88,4,320.97,0.11,0.111
2025-05-19,Android,EDM,活跃用户,2919,611,6039,363.9,35049,0.573,0.0688,93910.0,200,469.55,0.162,0.118
2025-05-19,Android,付费搜索,活跃用户,3222,470,5471,462.2,38677,0.582,0.0478,32358.48,154,210.12,0.169,0.226
2025-05-19,Android,付费搜索,新用户,213,56,837,399.3,8270,0.428,0.0152,648.57,3,216.19,0.28,0.115
2025-05-19,Android,付费搜索,高价值VIP,376,72,1000,891.7,10635,0.603,0.02,1655.92,7,236.56,0.117,0.08
2025-05-19,iOS,社交分享,沉默召回,123,20,201,440.0,1045,0.362,0.0161,435.86,1,435.86,0.171,0.145
2025-05-19,iOS,社交分享,高价值VIP,512,47,1336,443.2,8613,0.528,0.064,8859.52,32,276.86,0.288,0.137
2025-05-19,iOS,短信复购,高价值VIP,458,49,748,734.4,8693,0.57,0.0595,7014.06,27,259.78,0.381,0.114
2025-05-19,iOS,短信复购,新用户,276,50,684,675.6,4009,0.207,0.0385,1100.1,10,110.01,0.38,0.065
2025-05-19,Web,信息流广告,流失预警,72,16,262,468.2,1876,0.641,0.0718,1903.15,5,380.63,0.395,0.186
2025-05-19,Web,付费搜索,流失预警,73,17,223,124.4,829,0.19,0.0698,166.6,5,33.32,0.234,0.246
2025-05-19,Web,社交分享,新用户,358,83,1201,353.2,14074,0.308,0.0771,10632.87,27,393.81,0.413,0.066
2025-05-19,Web,社交分享,沉默召回,143,18,233,248.5,2333,0.238,0.0155,76.48,2,38.24,0.223,0.142
2025-05-19,Web,社交分享,高价值VIP,346,74,1066,735.7,11556,0.619,0.0347,2827.8,12,235.65,0.487,0.126
2025-05-19,Web,KOL推荐,新用户,360,100,855,577.2,9171,0.451,0.0514,6512.22,18,361.79,0.221,0.112
2025-05-19,Web,KOL推荐,流失预警,101,17,216,207.1,1020,0.409,0.0267,312.02,2,156.01,0.152,0.23
2025-05-19,Web,SEO,活跃用户,2940,504,8126,165.8,70616,0.628,0.0753,51614.55,221,233.55,0.328,0.081
2025-05-19,Web,异业合作,活跃用户,1860,229,6575,221.0,73729,0.6,0.0312,15336.36,58,264.42,0.368,0.078
2025-05-19,Web,异业合作,流失预警,85,21,236,187.8,1336,0.382,0.0436,1247.58,3,415.86,0.251,0.08
2025-05-20,快应用,异业合作,高价值VIP,301,89,876,70.1,7294,0.605,0.0189,1832.7,5,366.54,0.321,0.052
2025-05-20,快应用,异业合作,沉默召回,146,39,287,309.5,1802,0.246,0.0473,1713.3,6,285.55,0.404,0.135
2025-05-20,快应用,社交分享,新用户,231,22,484,878.2,3789,0.393,0.022,362.25,5,72.45,0.118,0.095
2025-05-20,快应用,社交分享,沉默召回,150,38,589,678.6,2025,0.18,0.0056,0.0,0,303.68,0.394,0.157
2025-05-20,快应用,社交分享,流失预警,82,13,193,787.6,2135,0.164,0.0598,494.52,4,123.63,0.358,0.239
2025-05-20,快应用,KOL推荐,流失预警,78,4,269,209.6,2094,0.255,0.042,1136.22,3,378.74,0.151,0.206
2025-05-20,快应用,短信复购,高价值VIP,358,77,734,220.1,2320,0.64,0.0051,109.87,1,109.87,0.159,0.219
2025-05-20,快应用,短信复购,流失预警,94,23,336,576.3,3391,0.588,0.0117,295.47,1,295.47,0.228,0.201
2025-05-20,快应用,SEO,沉默召回,125,27,284,784.7,1933,0.594,0.0234,737.68,2,368.84,0.352,0.101
2025-05-20,快应用,线下地推,流失预警,60,16,224,186.4,1618,0.379,0.0618,1369.65,3,456.55,0.316,0.107
2025-05-20,快应用,线下地推,沉默召回,145,38,291,169.1,2373,0.533,0.0058,0.0,0,82.05,0.285,0.068
2025-05-20,Android,SEO,流失预警,70,4,224,71.3,1391,0.396,0.0561,747.63,3,249.21,0.254,0.123
2025-05-20,Android,SEO,活跃用户,1781,528,3796,297.9,17388,0.33,0.0389,4990.77,69,72.33,0.179,0.076
2025-05-20,Android,付费搜索,高价值VIP,510,104,1716,451.7,10501,0.605,0.06,4337.7,30,144.59,0.225,0.106
2025-05-20,Android,付费搜索,沉默召回,153,34,502,700.4,4324,0.219,0.0565,2083.68,8,260.46,0.269,0.192
2025-05-20,Android,付费搜索,新用户,389,66,1381,803.4,7752,0.184,0.0106,308.72,4,77.18,0.403,0.212
2025-05-20,Android,EDM,新用户,296,58,713,679.0,2152,0.34,0.0183,1336.2,5,267.24,0.365,0.064
2025-05-20,Android,EDM,高价值VIP,476,33,1247,613.9,12178,0.544,0.0698,2616.9,33,79.3,0.397,0.076
2025-05-20,Android,自然增长,沉默召回,108,22,272,286.8,1103,0.21,0.0374,1980.0,4,495.0,0.239,0.06
2025-05-20,Android,自然增长,新用户,366,107,1235,426.0,11467,0.399,0.0552,8314.0,20,415.7,0.219,0.225
2025-05-20,Android,自然增长,流失预警,101,26,266,696.4,1706,0.472,0.0728,898.66,7,128.38,0.366,0.112
2025-05-20,小程序,异业合作,沉默召回,193,43,658,221.3,7245,0.623,0.0222,777.48,4,194.37,0.442,0.087
2025-05-20,小程序,异业合作,高价值VIP,395,76,1504,254.3,16950,0.318,0.0279,2561.46,11,232.86,0.369,0.188
2025-05-20,小程序,信息流广告,沉默召回,178,38,420,309.1,3089,0.292,0.0066,461.01,1,461.01,0.416,0.229
2025-05-20,小程序,信息流广告,流失预警,90,18,189,894.0,1224,0.263,0.0442,633.51,3,211.17,0.157,0.072
2025-05-20,小程序,SEO,沉默召回,191,14,450,292.3,2088,0.594,0.0392,2487.94,7,355.42,0.197,0.09
2025-05-20,小程序,SEO,流失预警,79,7,182,169.2,951,0.269,0.0466,189.06,3,63.02,0.233,0.181
2025-05-20,小程序,社交分享,流失预警,75,21,275,157.7,2067,0.539,0.0788,177.85,5,35.57,0.287,0.087
2025-05-20,小程序,社交分享,活跃用户,2751,150,7914,363.9,69605,0.19,0.0638,61575.5,175,351.86,0.394,0.18
2025-05-20,小程序,线下地推,活跃用户,2818,806,11010,302.1,34482,0.238,0.0121,6645.98,34,195.47,0.174,0.066
2025-05-20,小程序,线下地推,流失预警,74,18,208,392.3,745,0.448,0.0751,191.65,5,38.33,0.126,0.079
2025-05-20,小程序,线下地推,新用户,382,108,1474,582.3,15848,0.448,0.0254,2753.1,9,305.9,0.454,0.116
2025-05-21,Web,线下地推,新用户,262,13,786,359.9,3587,0.508,0.0352,3401.73,9,377.97,0.268,0.131
2025-05-21,Web,线下地推,活跃用户,2399,294,5809,518.3,50770,0.64,0.0382,13803.79,91,151.69,0.471,0.081
2025-05-21,Web,线下地推,沉默召回,145,26,242,806.8,1959,0.521,0.0328,180.64,4,45.16,0.357,0.211
2025-05-21,Web,KOL推荐,活跃用户,2313,366,6059,160.2,63606,0.218,0.0182,14702.1,42,350.05,0.206,0.237
2025-05-21,Web,KOL推荐,沉默召回,184,50,374,888.0,3156,0.513,0.0308,190.6,5,38.12,0.483,0.08
2025-05-21,Android,短信复购,新用户,317,86,562,647.7,3698,0.245,0.0487,1579.05,15,105.27,0.202,0.094
2025-05-21,Android,自然增长,活跃用户,2845,212,8012,478.7,16179,0.281,0.0451,26366.72,128,205.99,0.25,0.191
2025-05-22,Android,线下地推,新用户,276,35,950,326.0,2521,0.586,0.0161,1242.76,4,310.69,0.321,0.072
2025-05-22,Android,付费搜索,沉默召回,194,45,426,62.1,4398,0.312,0.0445,2876.0,8,359.5,0.361,0.14
2025-05-22,Android,社交分享,沉默召回,189,45,430,51.6,3450,0.397,0.0154,618.92,2,309.46,0.289,0.096
2025-05-22,Android,社交分享,高价值VIP,455,103,1428,372.3,9501,0.434,0.0467,7063.98,21,336.38,0.494,0.085
2025-05-22,Android,社交分享,活跃用户,2901,449,6844,556.9,50973,0.421,0.0558,16718.24,161,103.84,0.289,0.175
2025-05-22,Android,自然增长,新用户,291,86,754,843.7,6575,0.595,0.0429,2688.84,12,224.07,0.344,0.154
2025-05-22,Android,自然增长,流失预警,93,16,216,640.2,1953,0.575,0.0337,938.85,3,312.95,0.216,0.17
2025-05-22,快应用,EDM,高价值VIP,451,26,909,577.1,6285,0.31,0.0677,7153.5,30,238.45,0.348,0.245
2025-05-22,快应用,KOL推荐,高价值VIP,463,68,1805,472.1,17912,0.16,0.0548,7705.25,25,308.21,0.189,0.095
2025-05-22,快应用,付费搜索,流失预警,101,19,309,799.5,2668,0.474,0.0314,393.21,3,131.07,0.402,0.09
2025-05-22,快应用,付费搜索,新用户,300,58,997,536.6,4293,0.475,0.0181,1133.05,5,226.61,0.209,0.195
2025-05-22,快应用,付费搜索,高价值VIP,487,46,1301,657.9,3474,0.309,0.0392,3685.05,19,193.95,0.171,0.163
2025-05-22,Web,EDM,活跃用户,2045,395,4989,153.3,14128,0.274,0.0355,30336.48,72,421.34,0.317,0.074
2025-05-22,Web,信息流广告,高价值VIP,436,72,766,822.4,5667,0.42,0.0692,11955.9,30,398.53,0.463,0.181
2025-05-22,Web,信息流广告,新用户,223,60,885,662.4,4968,0.169,0.0285,2968.14,6,494.69,0.23,0.2
2025-05-22,Web,信息流广告,活跃用户,1885,307,4320,473.3,21195,0.452,0.0621,35924.85,117,307.05,0.28,0.231
2025-05-22,Web,自然增长,流失预警,80,7,221,754.4,2355,0.402,0.0394,629.22,3,209.74,0.409,0.183
2025-05-22,Web,付费搜索,流失预警,59,10,127,320.0,1351,0.354,0.0688,1671.68,4,417.92,0.293,0.142
2025-05-22,Web,社交分享,高价值VIP,379,27,635,861.4,6151,0.257,0.0509,3010.36,19,158.44,0.257,0.125
2025-05-22,Web,KOL推荐,活跃用户,3180,829,12289,801.7,83214,0.313,0.0556,78446.72,176,445.72,0.308,0.15
2025-05-22,Web,KOL推荐,沉默召回,148,39,291,744.1,1347,0.328,0.0277,1044.84,4,261.21,0.423,0.098
2025-05-22,Web,KOL推荐,高价值VIP,444,89,1752,309.3,15217,0.242,0.0351,2924.4,15,194.96,0.192,0.1
2025-05-22,iOS,自然增长,高价值VIP,394,72,593,220.4,4228,0.331,0.0107,1693.32,4,423.33,0.27,0.159
2025-05-22,iOS,自然增长,活跃用户,2181,551,6185,133.2,50273,0.373,0.0642,6435.8,140,45.97,0.336,0.246
2025-05-22,iOS,自然增长,新用户,364,75,867,733.6,2090,0.293,0.0725,1478.88,26,56.88,0.352,0.172
2025-05-22,iOS,KOL推荐,活跃用户,2413,429,4012,394.1,19170,0.564,0.02,9714.72,48,202.39,0.124,0.07
2025-05-22,iOS,KOL推荐,新用户,319,41,848,527.3,3752,0.209,0.0484,6760.8,15,450.72,0.424,0.239
2025-05-22,iOS,信息流广告,新用户,276,52,439,54.4,3625,0.189,0.0461,2438.52,12,203.21,0.329,0.196
2025-05-22,iOS,信息流广告,流失预警,91,25,187,698.2,1978,0.257,0.0079,0.0,0,123.97,0.311,0.136
2025-05-22,iOS,信息流广告,高价值VIP,281,34,947,577.2,10742,0.389,0.021,1780.15,5,356.03,0.352,0.18
2025-05-22,iOS,EDM,高价值VIP,284,50,773,327.6,3686,0.155,0.033,1343.43,9,149.27,0.277,0.104
2025-05-22,iOS,EDM,沉默召回,174,13,459,325.5,967,0.479,0.0657,405.13,11,36.83,0.434,0.207
2025-05-22,iOS,EDM,活跃用户,2319,144,5639,413.8,62101,0.465,0.0152,2004.1,35,57.26,0.113,0.062
2025-05-22,iOS,SEO,流失预警,64,15,198,367.3,969,0.577,0.0678,1104.36,4,276.09,0.27,0.143
2025-05-22,iOS,SEO,新用户,275,72,478,838.6,4005,0.431,0.0719,5229.75,19,275.25,0.456,0.196
2025-05-22,小程序,SEO,高价值VIP,429,30,771,735.8,6584,0.473,0.0393,3254.4,16,203.4,0.363,0.106
2025-05-22,小程序,SEO,流失预警,87,10,336,74.9,1290,0.213,0.0261,698.8,2,349.4,0.39,0.149
2025-05-22,小程序,SEO,新用户,326,50,1260,808.4,14795,0.568,0.0333,2550.2,10,255.02,0.436,0.093
2025-05-22,小程序,线下地推,流失预警,94,22,160,697.9,1885,0.622,0.0245,479.44,2,239.72,0.369,0.239
2025-05-22,小程序,异业合作,高价值VIP,405,119,621,160.9,5633,0.29,0.0648,12153.96,26,467.46,0.212,0.091
2025-05-22,小程序,异业合作,活跃用户,2481,555,8534,190.7,54506,0.171,0.0515,34926.27,127,275.01,0.18,0.079
2025-05-23,小程序,线下地推,活跃用户,3050,731,10299,601.8,96407,0.315,0.0371,7323.53,113,64.81,0.201,0.2
2025-05-23,小程序,线下地推,沉默召回,124,20,491,729.7,2543,0.233,0.0508,1317.78,6,219.63,0.459,0.174
2025-05-23,小程序,线下地推,新用户,295,62,952,313.9,11064,0.572,0.0398,4524.74,11,411.34,0.435,0.059
2025-05-23,小程序,社交分享,沉默召回,182,11,318,769.5,973,0.421,0.006,66.27,1,66.27,0.177,0.157
2025-05-23,小程序,社交分享,高价值VIP,285,75,702,324.1,2418,0.365,0.0313,1456.4,8,182.05,0.372,0.116
2025-05-23,小程序,社交分享,新用户,364,69,795,304.8,8980,0.187,0.0451,6298.4,16,393.65,0.199,0.156
2025-05-23,小程序,付费搜索,活跃用户,3100,320,9373,309.8,94758,0.252,0.0314,24071.52,97,248.16,0.216,0.172
2025-05-23,小程序,付费搜索,流失预警,98,16,306,560.3,671,0.257,0.0177,440.25,1,440.25,0.247,0.09
2025-05-23,Web,EDM,流失预警,82,15,172,832.9,1096,0.61,0.0344,876.8,2,438.4,0.208,0.129
2025-05-23,Web,EDM,沉默召回,180,44,680,113.5,6616,0.298,0.0693,2898.48,12,241.54,0.117,0.193
2025-05-23,Web,社交分享,新用户,276,74,968,883.1,3232,0.563,0.0491,736.06,13,56.62,0.335,0.1
2025-05-23,Web,SEO,流失预警,95,15,272,102.1,1817,0.548,0.0423,1438.0,4,359.5,0.453,0.19
2025-05-23,Web,付费搜索,活跃用户,2549,278,4481,478.3,32252,0.286,0.0641,52474.59,163,321.93,0.465,0.06
2025-05-23,快应用,EDM,流失预警,64,14,139,627.8,381,0.566,0.053,1299.96,3,433.32,0.331,0.116
