month,department,location,headcount,avg_salary,avg_tenure_years,attrition_count,new_hires,promotion_count,training_days,overtime_hours,revenue_per_employee,cost_per_employee,engagement_score,span_of_control
2024-03,客户成功,武汉,11,11809.0,5.9,0,3,0,31,12,745548.0,184752.0,3.4,5.5
2024-03,客户成功,广州,19,24171.0,6.7,0,2,0,27,151,2214271.0,540478.0,4.7,9.5
2024-03,客户成功,南京,16,8687.0,4.4,0,2,0,40,81,661242.0,156441.0,3.7,5.3
2024-03,客户成功,西安,13,9337.0,5.3,0,4,0,30,27,289980.0,161075.0,3.1,13.0
2024-03,客户成功,新加坡,6,6605.0,5.8,0,0,0,25,48,284341.0,138971.0,2.8,3.0
2024-03,客户成功,东京,2,5003.0,3.4,0,5,0,14,4,460513.0,104369.0,3.6,2.0
2024-03,客户成功,伦敦,6,1108.0,3.8,0,0,0,30,0,33784.0,19142.0,4.7,3.0
2024-03,人力行政,北京,20,24333.0,6.5,0,1,1,4,55,2279007.0,464243.0,3.2,6.7
2024-03,人力行政,上海,17,14224.0,7.5,0,0,1,35,36,715414.0,225559.0,4.4,5.7
2024-03,人力行政,深圳,21,18806.0,7.7,0,1,0,34,123,1637898.0,388359.0,4.3,7.0
2024-03,人力行政,杭州,12,12867.0,8.2,0,4,1,28,24,296050.0,206953.0,3.5,4.0
2024-03,人力行政,成都,12,14960.0,4.2,0,0,0,33,77,582627.0,287856.0,2.6,6.0
2024-03,人力行政,武汉,13,13085.0,4.7,0,0,0,27,1,765321.0,290171.0,4.7,6.5
2024-03,人力行政,广州,9,14743.0,5.7,0,0,0,25,23,904457.0,307719.0,3.6,4.5
2024-03,人力行政,南京,7,6197.0,4.0,0,5,0,27,53,209001.0,106795.0,3.0,7.0
2024-03,人力行政,西安,11,3348.0,4.5,0,0,0,12,66,254666.0,51721.0,3.3,3.7
2024-03,人力行政,新加坡,4,1624.0,7.8,0,1,0,7,5,80134.0,30581.0,3.1,4.0
2024-03,人力行政,东京,7,2297.0,6.2,0,0,0,14,46,126461.0,37488.0,4.2,3.5
2024-03,人力行政,伦敦,7,1418.0,1.7,0,1,0,11,23,101661.0,27147.0,2.6,7.0
2024-03,财务管理,北京,14,15404.0,4.8,0,1,0,19,9,1375297.0,288285.0,3.8,3.5
2024-03,财务管理,上海,13,13032.0,4.8,0,0,0,26,88,931597.0,249110.0,2.7,6.5
2024-03,财务管理,深圳,11,14605.0,1.8,0,0,0,32,85,540108.0,287238.0,3.1,3.7
2024-03,财务管理,杭州,16,14119.0,5.8,0,0,1,9,47,1121013.0,281303.0,3.8,5.3
2024-03,财务管理,成都,11,14585.0,3.0,0,4,0,9,31,1339208.0,303864.0,2.6,11.0
2024-03,财务管理,武汉,7,15250.0,4.2,0,0,0,10,14,1456148.0,322129.0,3.5,7.0
2024-03,财务管理,广州,7,18221.0,3.2,0,0,0,4,54,541755.0,393786.0,2.5,3.5
2024-03,财务管理,南京,9,4162.0,8.4,0,0,1,12,53,116521.0,80075.0,3.3,4.5
2024-03,财务管理,西安,8,4463.0,7.2,0,4,0,30,28,359864.0,72789.0,3.6,4.0
2024-03,财务管理,东京,5,6607.0,2.6,0,3,0,15,26,406145.0,141513.0,2.6,2.5
2024-03,财务管理,伦敦,6,2255.0,6.3,0,2,0,26,25,204430.0,38574.0,3.1,3.0
2024-04,研发中心,北京,115,36899.0,7.8,5,8,4,30,463,2050458.0,696349.0,3.8,12.8
2024-04,研发中心,上海,108,41504.0,4.9,4,5,6,19,554,3583528.0,901791.0,3.0,4.3
2024-04,研发中心,深圳,92,15670.0,3.2,3,3,5,24,508,1064834.0,258364.0,5.0,3.5
2024-04,研发中心,杭州,83,10082.0,3.6,6,5,9,6,3,938409.0,186185.0,3.5,13.8
2024-04,研发中心,成都,57,4047.0,7.3,2,0,2,31,130,101264.0,66765.0,4.0,57.0
2024-04,研发中心,武汉,50,14021.0,3.5,3,1,3,6,314,1155202.0,261318.0,5.0,3.6
2024-04,研发中心,广州,66,21656.0,6.6,1,2,5,15,130,1441284.0,338396.0,4.2,5.5
2024-04,研发中心,南京,40,5152.0,7.8,0,4,2,23,186,221066.0,90206.0,3.4,3.6
2024-04,研发中心,西安,32,8563.0,8.3,1,6,2,0,174,417489.0,184106.0,3.3,5.3
2024-04,研发中心,新加坡,26,3155.0,6.4,1,3,0,36,103,58421.0,49220.0,3.6,6.5
2024-04,研发中心,东京,14,3465.0,8.3,0,0,1,12,10,181425.0,63205.0,4.5,7.0
2024-04,研发中心,伦敦,14,2256.0,3.9,0,0,0,18,27,81106.0,45646.0,4.7,3.5
2024-04,产品设计,北京,46,20141.0,3.6,3,5,2,1,196,1236947.0,348001.0,5.0,6.6
2024-04,产品设计,上海,37,20701.0,2.9,1,1,3,19,222,1322671.0,373449.0,2.6,3.4
2024-04,产品设计,深圳,33,22962.0,6.7,1,0,1,18,10,758920.0,511316.0,4.8,3.7
2024-04,产品设计,杭州,33,12337.0,2.0,2,6,1,36,123,1055963.0,242882.0,4.7,11.0
2024-04,产品设计,成都,21,20265.0,5.6,1,3,0,4,41,498758.0,340069.0,5.0,3.5
2024-04,产品设计,武汉,18,8089.0,4.4,0,0,2,30,47,361787.0,146504.0,4.6,3.6
2024-04,产品设计,广州,27,7068.0,3.0,0,1,3,22,114,603285.0,157097.0,3.6,13.5
2024-04,产品设计,南京,16,4214.0,6.9,0,1,0,29,123,389554.0,94298.0,4.0,8.0
2024-04,产品设计,西安,11,10387.0,2.2,0,4,0,29,10,664452.0,194253.0,3.3,5.5
2024-04,产品设计,新加坡,6,7587.0,1.4,0,3,0,1,10,455002.0,150011.0,4.2,3.0
2024-04,产品设计,东京,6,4307.0,6.6,0,5,0,17,7,156657.0,78045.0,3.7,3.0
2024-04,产品设计,伦敦,10,3643.0,5.5,0,0,0,30,66,186020.0,70506.0,2.7,5.0
2024-04,销售业务,北京,73,27952.0,2.9,3,5,5,18,298,1070901.0,485019.0,3.6,4.9
2024-04,销售业务,上海,70,20335.0,3.2,4,9,5,4,62,1320197.0,349108.0,4.6,11.7
2024-04,销售业务,深圳,68,21747.0,7.8,2,1,7,15,126,1971651.0,393029.0,2.5,4.5
2024-04,销售业务,杭州,57,9960.0,5.3,4,5,2,33,306,652642.0,161412.0,4.8,4.8
2024-04,销售业务,成都,42,13154.0,4.6,3,8,2,6,97,827467.0,264480.0,3.0,4.2
2024-04,销售业务,武汉,29,17780.0,4.1,2,7,2,19,197,1258242.0,322901.0,3.1,3.6
2024-04,销售业务,广州,45,5764.0,4.1,1,6,4,33,210,135224.0,125161.0,4.5,3.5
2024-04,销售业务,南京,31,7881.0,7.0,0,0,3,9,190,633247.0,128529.0,4.2,3.4
2024-04,销售业务,西安,25,5765.0,5.7,0,3,2,17,145,322539.0,90004.0,3.3,6.2
2024-04,销售业务,新加坡,16,3591.0,8.2,0,2,1,21,73,93540.0,58040.0,3.7,8.0
2024-04,销售业务,东京,8,6223.0,6.0,0,0,0,39,31,547283.0,135818.0,2.9,8.0
2024-04,销售业务,伦敦,6,4467.0,5.5,0,3,0,24,20,89424.0,88585.0,3.5,3.0
2024-04,运营服务,北京,54,30151.0,1.5,0,0,5,12,45,2390355.0,531048.0,4.5,54.0
2024-04,运营服务,上海,50,38966.0,2.1,1,6,2,17,355,3137497.0,726139.0,3.8,3.6
2024-04,运营服务,深圳,41,27295.0,2.5,1,2,4,14,122,2256185.0,503626.0,4.6,8.2
2024-04,运营服务,杭州,35,6116.0,5.2,0,3,2,24,42,307667.0,129561.0,4.2,11.7
2024-04,运营服务,成都,27,4981.0,4.2,0,1,0,19,16,336878.0,109408.0,5.0,6.8
2024-04,运营服务,武汉,19,12649.0,3.9,0,2,1,27,94,919442.0,274261.0,3.2,19.0
2024-04,运营服务,广州,27,21051.0,7.0,0,2,2,26,116,1487939.0,388373.0,3.3,27.0
2024-04,运营服务,南京,16,14101.0,8.1,1,1,1,32,29,1235583.0,284241.0,4.6,8.0
2024-04,运营服务,西安,17,12129.0,5.9,1,4,1,27,32,1002986.0,232036.0,4.7,17.0
2024-04,运营服务,新加坡,14,6732.0,4.9,0,1,1,32,36,629907.0,125096.0,3.3,14.0
2024-04,运营服务,东京,7,5301.0,3.1,0,2,0,32,55,399422.0,82320.0,4.2,7.0
2024-04,运营服务,伦敦,7,1190.0,3.7,0,2,0,22,4,33592.0,21671.0,2.6,3.5
2024-04,市场营销,北京,35,11541.0,8.1,2,7,1,28,79,503179.0,241608.0,3.1,5.8
2024-04,市场营销,上海,40,17191.0,3.5,3,5,1,8,280,331460.0,303299.0,4.2,40.0
2024-04,市场营销,深圳,30,31319.0,6.5,0,3,3,3,120,1932247.0,535572.0,4.7,5.0
2024-04,市场营销,杭州,26,20669.0,7.4,0,2,2,40,53,1896510.0,426237.0,2.9,6.5
2024-04,市场营销,成都,17,4465.0,3.6,0,3,1,24,37,389673.0,78185.0,3.7,4.2
2024-04,市场营销,武汉,17,14052.0,4.4,0,1,1,38,74,480390.0,219301.0,4.2,17.0
2024-04,市场营销,广州,25,14668.0,3.8,1,6,1,11,135,1339756.0,227440.0,4.6,8.3
2024-04,市场营销,南京,17,5132.0,7.5,0,5,1,0,18,316884.0,99238.0,4.5,3.4
2024-04,市场营销,西安,16,5646.0,6.7,0,0,1,18,87,484372.0,93168.0,3.3,4.0
2024-04,市场营销,新加坡,11,1626.0,2.7,0,0,1,40,64,85992.0,30964.0,4.6,11.0
2024-04,市场营销,东京,10,6032.0,6.1,0,3,1,8,5,227180.0,126383.0,4.0,10.0
2024-04,市场营销,伦敦,8,5315.0,2.7,0,4,0,34,32,294668.0,100265.0,4.0,8.0
2024-04,客户成功,北京,31,19021.0,7.0,2,4,0,30,60,1285157.0,369371.0,2.7,3.4
2024-04,客户成功,上海,28,11846.0,2.5,1,5,1,11,156,842584.0,236241.0,4.3,5.6
2024-04,客户成功,深圳,26,34891.0,1.8,1,5,1,26,70,1943654.0,779363.0,3.7,5.2
2024-04,客户成功,杭州,23,14576.0,4.4,0,0,2,1,139,544286.0,321778.0,4.8,11.5
2024-04,客户成功,成都,13,16051.0,1.7,0,1,0,21,20,1527337.0,352228.0,2.6,6.5
2024-04,客户成功,武汉,14,4228.0,6.6,0,2,0,2,70,200693.0,88872.0,2.9,7.0
2024-04,客户成功,广州,16,12496.0,2.2,0,2,0,16,71,687121.0,195774.0,2.6,4.0
2024-04,客户成功,南京,8,8369.0,8.2,0,5,0,39,21,197903.0,136044.0,2.8,8.0
2024-04,客户成功,西安,13,4186.0,5.6,0,2,0,34,92,90526.0,67533.0,2.7,13.0
2024-04,客户成功,新加坡,8,7279.0,3.2,0,4,0,34,47,389094.0,130677.0,4.0,8.0
2024-04,客户成功,东京,4,3411.0,4.6,0,2,0,38,5,283146.0,53024.0,4.0,4.0
2024-04,客户成功,伦敦,7,3310.0,5.1,0,3,0,2,34,60731.0,58291.0,3.0,3.5
2024-04,人力行政,北京,20,8918.0,5.7,0,0,1,2,0,176840.0,161849.0,4.4,6.7
2024-04,人力行政,上海,21,16805.0,3.7,1,5,2,5,108,578829.0,275207.0,2.7,5.2
2024-04,人力行政,深圳,16,32595.0,5.8,0,3,1,5,121,2624471.0,541955.0,3.5,8.0
2024-04,人力行政,杭州,14,28018.0,5.2,1,3,1,40,81,532760.0,605838.0,3.8,3.5
2024-04,人力行政,成都,8,5985.0,6.8,0,2,0,14,7,293439.0,105515.0,4.6,4.0
2024-04,人力行政,武汉,12,5078.0,1.9,0,4,0,0,72,301646.0,81569.0,5.0,4.0
2024-04,人力行政,广州,15,24735.0,7.8,1,4,0,21,19,2243579.0,464720.0,4.6,3.8
2024-04,人力行政,南京,5,3741.0,4.5,0,4,0,33,27,147318.0,83591.0,4.6,5.0
2024-04,人力行政,西安,7,7647.0,2.9,0,2,0,36,21,251828.0,142741.0,4.9,3.5
2024-04,人力行政,新加坡,3,3950.0,4.4,0,5,0,14,21,326708.0,71169.0,3.5,1.5
2024-04,人力行政,伦敦,2,4180.0,8.3,0,5,0,1,3,161653.0,85571.0,4.7,1.0
2024-04,财务管理,北京,13,33119.0,7.0,0,3,1,6,79,2171740.0,598124.0,4.2,4.3
2024-04,财务管理,上海,16,12550.0,1.6,0,5,0,37,107,299613.0,201305.0,4.1,5.3
2024-04,财务管理,深圳,14,14037.0,6.9,0,0,0,37,87,1317222.0,304752.0,2.5,7.0
2024-04,财务管理,杭州,16,24639.0,4.9,0,4,0,12,6,2308420.0,478731.0,2.6,16.0
2024-04,财务管理,成都,13,7986.0,8.0,0,1,0,20,55,472300.0,161690.0,4.8,6.5
2024-04,财务管理,武汉,10,12310.0,7.9,0,1,0,9,37,1087767.0,212029.0,4.3,5.0
2024-04,财务管理,广州,12,7335.0,7.0,0,2,0,39,52,295688.0,128435.0,4.0,12.0
2024-04,财务管理,南京,4,7861.0,2.9,0,5,0,40,11,499399.0,139526.0,3.6,4.0
2024-04,财务管理,西安,10,10276.0,1.5,0,2,0,9,48,297066.0,192546.0,3.0,10.0
2024-04,财务管理,新加坡,2,4098.0,1.9,0,5,0,25,7,158774.0,70456.0,2.8,1.0
2024-04,财务管理,东京,3,2650.0,8.4,0,0,0,8,9,130573.0,52141.0,3.8,1.5
2024-05,研发中心,北京,115,29931.0,1.7,4,9,3,23,704,2072720.0,592720.0,3.2,6.8
2024-05,研发中心,上海,111,8625.0,5.8,3,1,6,28,266,614705.0,175645.0,4.9,3.5
2024-05,研发中心,深圳,98,19993.0,5.1,4,3,4,15,121,638705.0,368870.0,3.7,3.9
2024-05,研发中心,杭州,78,10690.0,5.6,3,3,8,23,129,431674.0,235974.0,4.4,4.3
2024-05,研发中心,成都,54,11158.0,1.3,1,4,5,19,55,624868.0,226520.0,3.4,3.9
2024-05,研发中心,武汉,43,15150.0,1.9,2,1,1,6,149,1068673.0,282356.0,3.1,3.9
2024-05,研发中心,广州,60,17207.0,7.2,2,3,6,20,266,645801.0,332446.0,4.7,60.0
2024-05,研发中心,南京,37,4544.0,4.7,0,5,4,6,164,218311.0,85942.0,3.3,3.7
2024-05,研发中心,西安,30,11647.0,1.9,1,3,2,16,3,1038299.0,179526.0,3.0,3.3
2024-05,研发中心,新加坡,21,2833.0,5.8,1,3,2,38,158,219784.0,50089.0,4.4,21.0
2024-05,研发中心,东京,15,5055.0,3.0,0,3,0,26,81,216763.0,93865.0,2.8,15.0
2024-05,研发中心,伦敦,12,2017.0,7.6,0,0,1,2,1,123531.0,36216.0,3.9,4.0
2024-05,产品设计,北京,40,39931.0,6.8,1,0,3,0,0,1753371.0,669476.0,3.8,4.4
2024-05,产品设计,上海,43,38014.0,6.6,2,2,1,12,5,2031303.0,601758.0,4.6,21.5
2024-05,产品设计,深圳,38,24761.0,2.4,0,5,2,25,85,663649.0,427964.0,3.4,19.0
2024-05,产品设计,杭州,34,7141.0,1.2,2,2,2,8,85,591860.0,144689.0,3.3,11.3
2024-05,产品设计,成都,26,11565.0,3.6,1,2,1,10,180,1003819.0,194311.0,4.0,4.3
2024-05,产品设计,武汉,21,10412.0,6.0,1,4,1,3,156,301761.0,216747.0,3.1,10.5
2024-05,产品设计,广州,25,11792.0,5.0,0,0,2,14,67,580169.0,199389.0,3.8,5.0
2024-05,产品设计,南京,12,14293.0,1.8,0,3,0,35,62,664952.0,221968.0,4.1,4.0
2024-05,产品设计,西安,15,3358.0,6.5,0,0,1,39,38,77334.0,62714.0,3.3,7.5
2024-05,产品设计,新加坡,5,2985.0,5.5,0,0,0,16,34,72561.0,47453.0,4.9,5.0
2024-05,产品设计,东京,10,4676.0,4.9,0,2,0,30,34,298229.0,73415.0,2.6,10.0
2024-05,产品设计,伦敦,8,1776.0,7.9,0,4,0,34,2,167732.0,33482.0,3.0,8.0
2024-05,销售业务,北京,72,28626.0,6.0,2,0,2,31,292,2444573.0,634093.0,4.1,6.5
2024-05,销售业务,上海,75,18901.0,2.3,5,5,3,23,431,1077679.0,383982.0,3.9,5.4
2024-05,销售业务,深圳,60,6845.0,3.7,3,2,1,13,194,580872.0,118503.0,3.0,6.0
2024-05,销售业务,杭州,56,23170.0,1.2,4,7,1,2,201,2036861.0,429556.0,2.8,6.2
2024-05,销售业务,成都,40,4936.0,8.1,2,7,3,10,147,293926.0,92751.0,3.6,10.0
2024-05,销售业务,武汉,27,17170.0,5.1,0,0,2,38,7,1574289.0,275775.0,4.5,27.0
2024-05,销售业务,广州,38,18973.0,7.3,1,6,1,5,258,362764.0,327267.0,4.4,38.0
2024-05,销售业务,南京,25,4832.0,1.3,1,6,2,29,63,167933.0,100699.0,3.6,5.0
2024-05,销售业务,西安,21,12731.0,7.4,0,5,1,22,88,366971.0,241411.0,3.9,5.2
2024-05,销售业务,新加坡,20,4265.0,6.5,0,4,0,32,122,251469.0,85321.0,3.3,4.0
2024-05,销售业务,东京,15,1819.0,1.5,0,3,0,25,82,70343.0,38817.0,3.1,3.8
2024-05,销售业务,伦敦,14,2510.0,5.5,0,2,0,0,36,205379.0,50767.0,3.3,14.0
2024-05,运营服务,北京,53,32655.0,4.0,3,8,1,38,171,2240240.0,697813.0,3.8,5.3
2024-05,运营服务,上海,52,30389.0,2.6,2,5,4,22,166,1883515.0,502778.0,3.9,26.0
2024-05,运营服务,深圳,43,14541.0,8.0,0,0,3,39,235,1222569.0,314564.0,4.3,21.5
2024-05,运营服务,杭州,41,5750.0,2.0,2,7,3,29,150,525464.0,96345.0,2.6,8.2
2024-05,运营服务,成都,30,15539.0,1.2,1,4,2,28,25,1485405.0,263595.0,3.5,6.0
2024-05,运营服务,武汉,24,6943.0,5.6,1,3,2,24,178,638635.0,132837.0,3.0,4.8
2024-05,运营服务,广州,31,6058.0,5.8,0,5,3,24,78,566249.0,106710.0,4.2,3.4
2024-05,运营服务,南京,19,5248.0,7.0,0,3,0,4,114,437178.0,107859.0,4.1,19.0
2024-05,运营服务,西安,17,4550.0,1.7,1,0,0,31,76,103945.0,98948.0,5.0,3.4
2024-05,运营服务,新加坡,11,8456.0,5.7,0,5,0,20,47,525048.0,179942.0,4.1,5.5
2024-05,运营服务,东京,12,1702.0,1.5,0,5,1,6,66,122891.0,29091.0,4.0,6.0
2024-05,运营服务,伦敦,4,1719.0,2.9,0,2,0,11,12,54600.0,30922.0,3.8,4.0
2024-05,市场营销,北京,38,20859.0,7.3,0,0,3,11,238,814738.0,351550.0,2.8,7.6
2024-05,市场营销,上海,34,25678.0,4.2,0,0,1,6,237,975814.0,557712.0,2.6,3.8
2024-05,市场营销,深圳,29,8199.0,4.0,1,6,1,18,70,280500.0,142325.0,3.5,9.7
2024-05,市场营销,杭州,29,30736.0,2.7,1,5,1,25,163,982931.0,646466.0,4.2,3.6
2024-05,市场营销,成都,15,19013.0,3.6,0,0,0,40,93,680010.0,339516.0,4.7,3.8
2024-05,市场营销,武汉,14,12814.0,6.1,1,4,0,19,68,594131.0,232180.0,4.1,7.0
2024-05,市场营销,广州,20,11193.0,6.0,0,0,0,20,92,902332.0,242621.0,2.6,5.0
2024-05,市场营销,南京,11,15248.0,8.5,0,0,0,33,77,435269.0,273649.0,4.1,11.0
2024-05,市场营销,西安,12,2972.0,4.8,0,4,0,14,28,131031.0,65533.0,3.5,4.0
2024-05,市场营销,新加坡,9,5966.0,1.7,0,2,0,39,72,469387.0,104283.0,4.5,9.0
2024-05,市场营销,东京,2,6052.0,6.4,0,1,0,12,16,110493.0,119625.0,4.3,2.0
2024-05,市场营销,伦敦,7,3756.0,1.2,0,0,0,29,56,333923.0,58532.0,3.6,3.5
2024-05,客户成功,北京,29,20326.0,6.2,1,4,2,39,162,1898029.0,318557.0,3.5,4.1
2024-05,客户成功,上海,35,38017.0,6.7,2,2,1,18,93,809238.0,649392.0,2.7,8.8
2024-05,客户成功,深圳,25,24857.0,7.5,1,6,2,6,189,2091071.0,449231.0,3.1,5.0
2024-05,客户成功,杭州,21,25330.0,7.0,0,2,2,9,12,2384090.0,417385.0,3.5,10.5
2024-05,客户成功,成都,15,8002.0,5.2,0,0,0,8,81,323521.0,141709.0,2.8,5.0
2024-05,客户成功,武汉,12,5728.0,3.0,0,0,1,3,1,115270.0,95857.0,3.6,4.0
2024-05,客户成功,广州,17,15482.0,6.1,0,1,0,37,125,963594.0,315818.0,3.1,8.5
2024-05,客户成功,南京,10,10624.0,8.3,0,5,1,11,75,423822.0,218383.0,3.8,5.0
2024-05,客户成功,西安,13,11278.0,3.3,0,5,0,23,27,533733.0,245136.0,2.5,13.0
2024-05,客户成功,新加坡,3,6350.0,1.5,0,1,0,15,12,141418.0,119355.0,3.0,3.0
2024-05,客户成功,东京,6,3548.0,7.3,0,0,0,12,27,115620.0,58255.0,3.3,3.0
2024-05,客户成功,伦敦,7,4800.0,2.6,0,0,0,12,32,144881.0,83307.0,2.9,7.0
2024-05,人力行政,北京,19,14885.0,2.4,0,1,0,5,50,848564.0,325901.0,2.9,9.5
2024-05,人力行政,上海,19,19475.0,8.5,0,5,1,37,74,1747120.0,411456.0,2.6,19.0
2024-05,人力行政,深圳,18,16213.0,2.5,0,0,0,9,64,1317401.0,293700.0,4.2,3.6
2024-05,人力行政,杭州,14,20500.0,2.9,0,3,0,26,20,1478926.0,403753.0,3.0,3.5
2024-05,人力行政,成都,11,6089.0,7.9,0,1,0,33,57,351093.0,133976.0,3.4,3.7
2024-05,人力行政,武汉,6,14024.0,7.1,0,3,0,2,37,951425.0,242275.0,3.9,3.0
2024-05,人力行政,广州,13,5605.0,6.3,0,5,0,11,94,406111.0,93814.0,2.5,13.0
2024-05,人力行政,南京,12,8257.0,7.7,0,2,0,19,50,587396.0,143638.0,4.3,6.0
2024-05,人力行政,西安,5,10649.0,1.9,0,3,0,24,23,226020.0,211555.0,3.5,5.0
2024-05,人力行政,新加坡,3,4990.0,8.1,0,0,0,21,4,353512.0,89735.0,4.5,1.5
2024-05,财务管理,北京,13,41010.0,7.6,0,4,0,19,9,1195077.0,820938.0,3.6,4.3
2024-05,财务管理,上海,21,8520.0,5.9,1,3,2,20,145,420710.0,160066.0,3.1,5.2
2024-05,财务管理,深圳,15,12163.0,3.3,0,1,1,9,3,627047.0,210354.0,4.3,7.5
2024-05,财务管理,杭州,10,30938.0,5.8,0,1,0,3,26,1711476.0,551210.0,4.7,3.3
2024-05,财务管理,成都,9,7516.0,2.1,0,3,0,26,68,280360.0,163642.0,4.0,4.5
2024-05,财务管理,武汉,6,13954.0,8.1,0,0,0,23,10,1054015.0,290234.0,3.2,3.0
2024-05,财务管理,广州,10,13314.0,4.6,0,4,0,10,64,669149.0,292313.0,3.1,5.0
2024-05,财务管理,南京,2,8760.0,1.8,0,0,0,6,4,358787.0,186370.0,3.2,2.0
2024-05,财务管理,西安,7,6748.0,5.9,0,0,0,32,30,283257.0,131619.0,2.5,3.5
2024-05,财务管理,新加坡,4,5923.0,7.2,0,0,0,12,4,444778.0,124615.0,4.8,4.0
2024-05,财务管理,伦敦,3,3484.0,2.7,0,4,0,16,2,98065.0,55092.0,2.6,1.5
2024-06,研发中心,北京,112,10776.0,7.0,4,2,4,23,745,632886.0,200325.0,3.3,4.5
2024-06,研发中心,上海,110,8142.0,4.3,8,11,9,17,118,314774.0,138378.0,4.8,5.0
2024-06,研发中心,深圳,98,7461.0,3.8,2,2,11,30,52,533113.0,118296.0,4.4,5.4
2024-06,研发中心,杭州,81,8575.0,8.2,1,0,8,27,178,732919.0,160320.0,2.7,11.6
2024-06,研发中心,成都,58,15402.0,3.1,0,0,4,26,166,289751.0,264657.0,4.2,3.6
2024-06,研发中心,武汉,44,17216.0,3.7,0,0,3,31,38,560856.0,265957.0,2.9,3.7
2024-06,研发中心,广州,59,15506.0,8.4,1,1,2,1,280,905081.0,316857.0,2.6,4.2
2024-06,研发中心,南京,38,6913.0,8.1,2,6,0,0,298,520963.0,136129.0,3.1,19.0
2024-06,研发中心,西安,31,12877.0,6.3,0,0,0,38,156,917803.0,208605.0,4.6,3.9
2024-06,研发中心,新加坡,20,8955.0,5.5,1,1,1,28,78,673170.0,158933.0,4.0,6.7
2024-06,研发中心,东京,15,5643.0,3.1,0,3,1,9,51,289244.0,112371.0,3.7,3.8
2024-06,研发中心,伦敦,16,4689.0,7.7,0,0,0,4,43,291239.0,96158.0,4.2,4.0
2024-06,产品设计,北京,41,38310.0,2.6,2,7,2,39,264,1387558.0,693330.0,3.6,20.5
2024-06,产品设计,上海,37,24935.0,4.9,2,4,4,32,114,1680075.0,398529.0,4.2,9.2
2024-06,产品设计,深圳,35,30148.0,1.9,1,1,0,11,127,2403801.0,545601.0,4.6,5.0
2024-06,产品设计,杭州,28,6018.0,4.5,2,2,2,20,187,163308.0,98593.0,4.1,4.0
2024-06,产品设计,成都,18,20310.0,5.3,1,5,1,5,5,1244288.0,313008.0,3.1,18.0
2024-06,产品设计,武汉,15,12943.0,6.1,1,5,1,13,96,648899.0,269495.0,3.5,7.5
2024-06,产品设计,广州,23,21010.0,5.5,1,0,1,25,164,2012654.0,386531.0,4.5,7.7
2024-06,产品设计,南京,16,3056.0,5.9,0,3,1,3,13,185729.0,47983.0,4.1,8.0
2024-06,产品设计,西安,14,2932.0,6.4,0,0,0,23,55,265035.0,51549.0,2.7,4.7
2024-06,产品设计,新加坡,6,7847.0,3.1,0,4,0,0,44,251454.0,155762.0,4.9,6.0
2024-06,产品设计,东京,10,3414.0,5.4,0,0,0,19,78,295088.0,57606.0,3.7,5.0
2024-06,产品设计,伦敦,2,2012.0,7.3,0,5,0,5,3,156558.0,37118.0,3.3,2.0
2024-06,销售业务,北京,72,18326.0,7.2,2,3,6,6,340,1499890.0,327686.0,4.8,14.4
2024-06,销售业务,上海,70,29421.0,1.6,3,7,1,12,60,1018169.0,555172.0,3.9,4.7
2024-06,销售业务,深圳,65,34554.0,4.6,2,3,6,20,76,3016953.0,592198.0,4.2,4.1
2024-06,销售业务,杭州,53,10830.0,8.0,2,1,1,29,279,232755.0,229436.0,2.6,6.6
2024-06,销售业务,成都,42,5646.0,1.2,0,0,4,0,257,168666.0,96407.0,4.8,6.0
2024-06,销售业务,武汉,27,12040.0,5.7,1,4,1,33,136,974251.0,215213.0,4.7,3.9
2024-06,销售业务,广州,39,15847.0,4.8,1,3,1,38,24,632205.0,331021.0,3.2,3.5
2024-06,销售业务,南京,29,12092.0,4.4,1,1,2,29,176,1009985.0,223791.0,3.6,29.0
2024-06,销售业务,西安,24,5381.0,5.9,1,0,0,24,4,409828.0,89650.0,4.1,3.4
2024-06,销售业务,新加坡,18,4232.0,3.6,0,0,1,37,81,202623.0,80196.0,3.5,6.0
2024-06,销售业务,东京,11,5916.0,6.1,0,2,0,38,8,352090.0,98404.0,3.9,3.7
2024-06,销售业务,伦敦,13,2783.0,6.9,0,2,0,14,85,196804.0,51453.0,3.1,4.3
2024-06,运营服务,北京,48,30958.0,7.4,2,7,2,29,308,1296054.0,561777.0,3.0,5.3
2024-06,运营服务,上海,49,30585.0,2.5,2,0,1,37,84,2082774.0,586025.0,4.5,16.3
2024-06,运营服务,深圳,43,16090.0,6.5,2,5,1,10,57,1237780.0,295823.0,3.5,43.0
2024-06,运营服务,杭州,41,29723.0,4.2,0,4,4,27,162,1707367.0,587082.0,3.8,13.7
2024-06,运营服务,成都,26,6395.0,3.9,1,1,2,13,142,523130.0,109699.0,4.1,26.0
2024-06,运营服务,武汉,21,13884.0,5.8,0,1,2,35,102,459613.0,299687.0,3.0,7.0
2024-06,运营服务,广州,31,24345.0,8.4,1,0,2,16,75,1591151.0,441597.0,2.6,4.4
2024-06,运营服务,南京,20,15597.0,2.5,0,1,2,22,51,307705.0,242012.0,4.7,20.0
2024-06,运营服务,西安,12,11235.0,6.3,0,4,1,4,45,256663.0,228919.0,4.1,12.0
2024-06,运营服务,新加坡,10,8481.0,3.2,0,0,0,9,77,808741.0,174769.0,3.4,10.0
